Date,AC.PA,ACA.PA,AI.PA,AIR.PA,BN.PA,BNP.PA,BVI.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EDEN.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STLAM.MI,STMPA.PA,SU.PA,TEP.PA,TTE.PA,UBLB.F,VIE.PA
2020-12-31,28.102901458740234,7.492944717407227,103.12579345703125,86.30844116210938,46.81835174560547,33.53364562988281,19.719707489013672,12.160026550292969,119.00894165039062,15.259547233581543,70.59085845947266,32.61872863769531,42.97459411621094,117.1852798461914,27.11736488342285,9.262178421020508,65.34320068359375,13.990221977233887,68.42407989501953,532.77734375,66.0972671508789,479.49237060546875,22.861997604370117,17.695972442626953,289.9629211425781,7.486408233642578,32.79270553588867,141.1150665283203,857.2725830078125,34.153541564941406,112.70954895019531,67.42928314208984,33.412479400634766,,29.27511215209961,109.49866485595703,247.8905029296875,26.91322898864746,,16.549694061279297
2021-01-04,27.542741775512695,7.420339107513428,104.81575012207031,86.4141845703125,47.375709533691406,33.45974349975586,20.245325088500977,12.558714866638184,120.46369934082031,15.201675415039062,71.77082824707031,33.0800895690918,44.15984344482422,118.28777313232422,27.415531158447266,9.47301959991455,68.77080535888672,13.727217674255371,68.67987823486328,520.4976196289062,68.41519927978516,480.6185607910156,23.254104614257812,18.477672576904297,290.80255126953125,7.652534008026123,33.299560546875,142.82498168945312,861.95068359375,34.153541564941406,112.90397644042969,67.68632507324219,34.187644958496094,9.458270072937012,30.686655044555664,112.69198608398438,256.2053527832031,26.870506286621094,,16.648941040039062
2021-01-05,27.599708557128906,7.445750713348389,103.70191192626953,86.35651397705078,47.54988479614258,33.38972473144531,20.200016021728516,13.009408950805664,118.82122039794922,15.195417404174805,70.5561294555664,32.79542541503906,43.46535873413086,117.04747009277344,27.504179000854492,9.33245849609375,70.2084732055664,13.814338684082031,69.62996673583984,512.2514038085938,68.36087036132812,475.081298828125,22.76396942138672,18.51141357421875,287.81707763671875,7.62946081161499,33.09038543701172,139.8551025390625,847.9161376953125,34.927154541015625,113.14698028564453,67.67774963378906,34.09854507446289,9.432844161987305,30.957368850708008,111.6275405883789,250.44894409179688,27.5775203704834,,16.557964324951172
2021-01-06,28.549129486083984,7.747065544128418,103.93236541748047,86.68336486816406,47.96791458129883,35.23347854614258,20.27251434326172,13.295425415039062,117.36646270751953,15.84453010559082,73.26315307617188,32.14756393432617,43.094970703125,118.05809020996094,28.438980102539062,9.709752082824707,68.97074127197266,14.757867813110352,68.91739654541016,515.5678100585938,70.00878143310547,471.4210510253906,22.535242080688477,18.98942756652832,288.0969543457031,7.760209083557129,34.039730072021484,137.83018493652344,845.967041015625,34.99401092529297,113.04977416992188,67.26649475097656,35.639976501464844,9.234524726867676,31.005706787109375,114.72830200195312,240.85494995117188,28.789548873901367,,17.079017639160156
2021-01-07,28.197843551635742,7.805150508880615,104.73893737792969,86.15463256835938,47.21895217895508,36.0269889831543,20.56250762939453,13.364762306213379,115.95863342285156,15.942286491394043,73.38463592529297,32.049407958984375,43.511661529541016,118.19589233398438,28.8822078704834,9.66906452178955,68.40898895263672,14.91073989868164,68.15001678466797,517.539794921875,72.07318115234375,483.6218566894531,23.297670364379883,19.481502532958984,286.9774475097656,7.929409503936768,34.4178581237793,140.12509155273438,853.17919921875,36.45050048828125,112.56375885009766,66.58963012695312,37.84965133666992,9.399791717529297,31.32475471496582,117.08859252929688,244.50979614257812,29.104209899902344,,17.34368133544922
2021-01-08,28.501659393310547,7.747065544128418,105.35346221923828,86.61607360839844,46.17389678955078,35.22958755493164,20.943126678466797,13.208752632141113,119.19664764404297,15.926647186279297,74.3216781616211,32.81505584716797,44.604312896728516,120.26306915283203,28.72909164428711,9.842914581298828,68.77080535888672,14.611572265625,68.77123260498047,525.51708984375,73.2864761352539,493.0071716308594,23.526397705078125,19.026918411254883,285.7646179199219,7.8178911209106445,35.14194107055664,142.15000915527344,864.87451171875,34.99401092529297,113.09838104248047,67.50639343261719,38.73174285888672,9.225626945495605,31.904836654663086,118.33815002441406,247.0681915283203,29.123626708984375,,18.19556427001953
2021-01-11,27.92251205444336,7.641786098480225,104.62371063232422,86.30844116210938,45.877803802490234,34.9923095703125,20.83437728881836,13.282423973083496,115.72399139404297,15.836709022521973,71.56261444091797,32.66781234741211,43.983909606933594,118.83901977539062,28.31004524230957,9.739343643188477,70.22752380371094,14.414318084716797,68.69815063476562,522.6487426757812,72.72510528564453,490.2854309082031,23.363021850585938,18.891016006469727,284.6450500488281,7.740980625152588,34.59485626220703,141.1150665283203,865.654296875,34.63585662841797,113.24417877197266,67.89195251464844,38.2505989074707,9.140451431274414,32.2722282409668,117.36626434326172,246.7940673828125,28.68077850341797,,17.94744300842285
2021-01-12,28.292783737182617,7.739805221557617,102.93375396728516,86.48148345947266,45.80813217163086,35.27237319946289,20.74375343322754,13.403764724731445,116.42791748046875,15.789785385131836,72.08318328857422,32.14756393432617,42.63198471069336,118.05809020996094,28.197223663330078,9.990873336791992,69.970458984375,14.49650764465332,68.35099792480469,515.8367309570312,72.199951171875,484.0910949707031,24.125452041625977,19.07378578186035,280.35345458984375,7.694835186004639,34.82012939453125,140.53005981445312,862.1455688476562,35.23755645751953,113.04977416992188,67.84910583496094,38.31297302246094,9.3273286819458,32.504276275634766,116.440673828125,249.44383239746094,28.785667419433594,,18.69180679321289
2021-01-13,27.988969802856445,7.699872016906738,103.93236541748047,85.66435241699219,46.748680114746094,35.027320861816406,20.80718994140625,15.202201843261719,117.92960357666016,15.69202709197998,72.89875793457031,32.216270446777344,42.678279876708984,118.19589233398438,28.044105529785156,10.124035835266113,70.73213958740234,14.506370544433594,68.31446075439453,511.6239318847656,73.10537719726562,480.6185607910156,23.70067024230957,18.66887664794922,281.2864074707031,7.825582981109619,34.514404296875,142.19500732421875,864.87451171875,34.20606994628906,111.30007934570312,67.71202087402344,38.75846862792969,9.287919044494629,32.56227111816406,116.81090545654297,257.21038818359375,29.08479118347168,,18.69180679321289
2021-01-14,28.587106704711914,7.565550804138184,103.2026138305664,89.6442642211914,46.08680725097656,35.109004974365234,21.024688720703125,14.820844650268555,117.0379638671875,15.676386833190918,75.06784057617188,32.18682861328125,43.33572769165039,116.22061157226562,28.422863006591797,10.242401123046875,71.96036529541016,14.598421096801758,70.39732360839844,510.54833984375,72.48968505859375,476.77069091796875,23.929401397705078,18.975372314453125,278.02105712890625,7.657149791717529,35.08562088012695,140.39508056640625,874.2307739257812,33.8383674621582,113.68160247802734,69.37420654296875,38.77629470825195,9.631488800048828,32.24323272705078,115.23738098144531,259.31195068359375,29.368371963500977,,19.006093978881836
2021-01-15,28.606094360351562,7.387665748596191,101.70469665527344,88.9713363647461,46.69643020629883,34.56832504272461,20.74375343322754,14.39615535736084,116.52176666259766,15.575499534606934,73.50609588623047,31.95124053955078,43.10422897338867,113.9697036743164,27.81846809387207,10.072248458862305,71.17010498046875,14.246652603149414,69.8309326171875,503.5570068359375,72.43535614013672,463.5843811035156,23.71156120300293,18.472043991088867,278.3942565917969,7.498713493347168,35.61661148071289,139.99008178710938,858.6369018554688,32.53946304321289,111.54308319091797,69.85399627685547,38.419891357421875,9.212281227111816,31.837160110473633,115.09854125976562,258.398193359375,28.820627212524414,,19.130155563354492
2021-01-18,28.30228042602539,7.463902473449707,102.08877563476562,87.66392517089844,47.654388427734375,34.856170654296875,20.64406967163086,13.399431228637695,117.17874908447266,15.433164596557617,73.45404815673828,31.489891052246094,43.12274932861328,114.888427734375,28.422863006591797,9.97607707977295,73.12193298339844,14.300895690917969,68.93566131591797,506.8734436035156,72.25428009033203,468.9339599609375,23.73334503173828,18.919132232666016,276.9947814941406,7.437186241149902,36.268280029296875,139.81011962890625,865.0694580078125,33.07430648803711,110.5224380493164,69.9396743774414,38.001121520996094,9.212281227111816,31.972517013549805,113.6175765991211,261.5048828125,28.731273651123047,,18.79105567932129
