Date,AC.PA,ACA.PA,AI.PA,AIR.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EDEN.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STLAM.MI,STMPA.PA,SU.PA,TEP.PA,TTE.PA,UBLB.F,VIE.PA,VIV.PA
2020-12-31,28.102901458740234,7.492944240570068,103.12579345703125,86.30844116210938,46.8183479309082,33.53364944458008,12.160026550292969,119.00894165039062,15.259549140930176,70.59085083007812,32.618736267089844,42.97459411621094,117.18528747558594,27.11736488342285,9.262179374694824,65.34320068359375,13.990221977233887,68.42407989501953,532.7774047851562,66.09725952148438,479.4924011230469,22.861997604370117,17.69597053527832,289.9628601074219,7.486408710479736,32.79270553588867,141.1150665283203,857.2725219726562,34.153541564941406,112.70954895019531,67.42928314208984,33.412471771240234,,29.275110244750977,109.49866485595703,247.89048767089844,26.91322898864746,,16.549694061279297,9.328154563903809
2021-01-04,27.542741775512695,7.420338153839111,104.81575012207031,86.41419219970703,47.375709533691406,33.45974349975586,12.5587158203125,120.46369934082031,15.201677322387695,71.77082824707031,33.08009338378906,44.15983963012695,118.28777313232422,27.41553497314453,9.473020553588867,68.77079772949219,13.727216720581055,68.67987823486328,520.4976806640625,68.41520690917969,480.6186218261719,23.254104614257812,18.477670669555664,290.8025817871094,7.652533531188965,33.299560546875,142.8249969482422,861.9506225585938,34.153541564941406,112.90396881103516,67.68631744384766,34.18764877319336,9.458271026611328,30.68665885925293,112.69198608398438,256.2052917480469,26.870502471923828,,16.648941040039062,9.310473442077637
2021-01-05,27.599708557128906,7.445750713348389,103.70191192626953,86.35650634765625,47.54988098144531,33.38972473144531,13.009408950805664,118.82122802734375,15.195419311523438,70.55614471435547,32.79542541503906,43.46535873413086,117.04747772216797,27.50417709350586,9.332459449768066,70.20848083496094,13.814339637756348,69.62995910644531,512.2514038085938,68.36087799072266,475.0813293457031,22.76396942138672,18.511411666870117,287.8171081542969,7.629461288452148,33.09038162231445,139.85508728027344,847.9161987304688,34.927154541015625,113.14698028564453,67.67774963378906,34.098548889160156,9.432844161987305,30.957368850708008,111.6275405883789,250.4489288330078,27.577524185180664,,16.557964324951172,9.21500015258789
2021-01-06,28.549129486083984,7.74706506729126,103.93236541748047,86.68336486816406,47.96791076660156,35.23347473144531,13.295425415039062,117.36646270751953,15.84453010559082,73.26316833496094,32.14756393432617,43.094974517822266,118.05809783935547,28.438982009887695,9.709752082824707,68.97074127197266,14.757868766784668,68.91740417480469,515.5678100585938,70.00878143310547,471.4211120605469,22.535242080688477,18.989429473876953,288.09698486328125,7.760209083557129,34.03973388671875,137.83016967773438,845.9669799804688,34.99401092529297,113.0497817993164,67.26648712158203,35.639976501464844,9.234524726867676,31.005704879760742,114.72830200195312,240.85496520996094,28.789548873901367,,17.07901954650879,9.359978675842285
2021-01-07,28.197843551635742,7.805151462554932,104.73893737792969,86.15463256835938,47.218955993652344,36.02699279785156,13.364762306213379,115.95862579345703,15.942286491394043,73.38462829589844,32.049407958984375,43.51165771484375,118.1958999633789,28.8822078704834,9.669063568115234,68.40898895263672,14.91073989868164,68.15001678466797,517.539794921875,72.07318878173828,483.6218566894531,23.297670364379883,19.481504440307617,286.9774169921875,7.929409503936768,34.41786193847656,140.12510681152344,853.1791381835938,36.45050048828125,112.56375122070312,66.58963775634766,37.84965133666992,9.399791717529297,31.32474708557129,117.08859252929688,244.50979614257812,29.104209899902344,,17.34368133544922,9.253897666931152
2021-01-08,28.501659393310547,7.74706506729126,105.35346221923828,86.61607360839844,46.17390060424805,35.22958755493164,13.20875358581543,119.19664764404297,15.926645278930664,74.3216781616211,32.8150520324707,44.604312896728516,120.26306915283203,28.729095458984375,9.842915534973145,68.77079772949219,14.611573219299316,68.77122497558594,525.5170288085938,73.28648376464844,493.00714111328125,23.52640151977539,19.026918411254883,285.7646179199219,7.817892074584961,35.141937255859375,142.15000915527344,864.87451171875,34.99401092529297,113.09838104248047,67.50639343261719,38.73174285888672,9.225625991821289,31.90484619140625,118.33815002441406,247.06820678710938,29.123634338378906,,18.1955623626709,9.197319984436035
2021-01-11,27.92251205444336,7.641786575317383,104.62371063232422,86.30844116210938,45.87779998779297,34.992313385009766,13.282423973083496,115.72399139404297,15.83670711517334,71.56260681152344,32.66781234741211,43.983909606933594,118.83901977539062,28.310043334960938,9.73934268951416,70.22753143310547,14.414318084716797,68.69815063476562,522.6487426757812,72.72509765625,490.2854919433594,23.36302375793457,18.891016006469727,284.6450500488281,7.740980625152588,34.59485626220703,141.1150665283203,865.6541748046875,34.63585662841797,113.24418640136719,67.89195251464844,38.25060272216797,9.140450477600098,32.27222442626953,117.36626434326172,246.79409790039062,28.68077850341797,,17.94744300842285,9.243287086486816
2021-01-12,28.292783737182617,7.739805221557617,102.93374633789062,86.48148345947266,45.80813217163086,35.272377014160156,13.403763771057129,116.42790985107422,15.78978443145752,72.08317565917969,32.14756393432617,42.631980895996094,118.05809783935547,28.197223663330078,9.990873336791992,69.97045135498047,14.496508598327637,68.35099792480469,515.836669921875,72.19994354248047,484.09112548828125,24.125452041625977,19.07378578186035,280.35345458984375,7.694835186004639,34.82012176513672,140.5300750732422,862.1456298828125,35.23755645751953,113.0497817993164,67.84910583496094,38.31297302246094,9.3273286819458,32.50425720214844,116.440673828125,249.44383239746094,28.785661697387695,,18.691808700561523,9.193782806396484
2021-01-13,27.988969802856445,7.699871063232422,103.93236541748047,85.66435241699219,46.748680114746094,35.02732467651367,15.202201843261719,117.92960357666016,15.69202709197998,72.89876556396484,32.21627426147461,42.678279876708984,118.1958999633789,28.044105529785156,10.124035835266113,70.73213958740234,14.506369590759277,68.314453125,511.62396240234375,73.10538482666016,480.6186218261719,23.700672149658203,18.66887664794922,281.2864074707031,7.825580596923828,34.514404296875,142.1950225830078,864.87451171875,34.20606994628906,111.30007934570312,67.71202087402344,38.75847244262695,9.287919044494629,32.56227111816406,116.81090545654297,257.21038818359375,29.08478355407715,,18.691808700561523,9.250360488891602
2021-01-14,28.587106704711914,7.565550327301025,103.20260620117188,89.6442642211914,46.08681106567383,35.109004974365234,14.820844650268555,117.03795623779297,15.676386833190918,75.06784057617188,32.186832427978516,43.33572769165039,116.22061157226562,28.422866821289062,10.242401123046875,71.96035766601562,14.598419189453125,70.3973159790039,510.5483703613281,72.48968505859375,476.7706298828125,23.929399490356445,18.975370407104492,278.02105712890625,7.657149314880371,35.08562088012695,140.39508056640625,874.2308349609375,33.8383674621582,113.68160247802734,69.37419891357422,38.77629470825195,9.631488800048828,32.24322509765625,115.23738098144531,259.31195068359375,29.36836814880371,,19.006093978881836,9.282185554504395
