Symbol,Weights
AC.PA,0.004162142359883185
AI.PA,0.04355953376549674
AIR.PA,0.04690392502311023
MT.AS,0.007912704264793829
CS.PA,0.037496082314413245
BNP.PA,0.034855581587171
EN.PA,0.006135971729814684
BVI.PA,0.005221610601647316
CAP.PA,0.009330892203516749
CA.PA,0.003731987606532186
ACA.PA,0.021489580350053716
BN.PA,0.02063348264060803
DSY.PA,0.018792414891371623
EDEN.PA,0.0032746993912512626
ENGI.PA,0.019791932583410034
EL.PA,0.04911056909120429
ERF.PA,0.003902216534063988
RMS.PA,0.10458519108450554
KER.PA,0.008796050681019598
OR.PA,0.07967689458882563
LR.PA,0.010701580503185535
MC.PA,0.10563603114981375
ML.PA,0.009403072107923054
ORA.PA,0.01458071947934837
RI.PA,0.010125778816852445
PUB.PA,0.009288822472983953
RNO.PA,0.005530473947034812
SAF.PA,0.03886197142543829
SGO.PA,0.01876596753831705
SAN.PA,0.04832029316524579
SU.PA,0.0502008854312313
GLE.PA,0.013382300789761546
STLAM.MI,0.010417815520746127
STMPA.PA,0.006987132224807726
TEP.PA,0.0022911073761222992
HO.PA,0.02266795090256793
TTE.PA,0.04992707081422636
UBLB.F,0.004455513759948448
VIE.PA,0.009874054582869404
DG.PA,0.02921799469888296
